City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,umea,63.8284,20.2597,16.960000000000036,88,100,7.2,SE,1691040571
287,yinchuan,38.4681,106.2731,37.29000000000002,22,59,1.14,CN,1691040571
288,mossel bay,-34.1831,22.146,22.960000000000036,41,44,4.05,ZA,1691040572
289,badagry,6.4167,2.8833,24.140000000000043,86,99,3.89,NG,1691040573
290,broome,42.2506,-75.833,18.710000000000036,76,32,2.16,US,1691040573
291,saint-denis,48.9167,2.3333,16.430000000000007,89,75,7.2,FR,1691040574
292,redencao,-4.2258,-38.7306,23.08000000000004,94,47,0.61,BR,1691040575
293,simpang,-1.2667,104.0833,32.29000000000002,55,79,2.82,ID,1691040576
294,bereeda,11.8704,51.0579,33.400000000000034,44,50,8.46,SO,1691040576
295,childress,34.4264,-100.204,29.140000000000043,37,0,3.6,US,1691040577
296,port alfred,-33.5906,26.891,16.100000000000023,41,2,4.34,ZA,1691040577
297,mora,11.0461,14.1401,24.05000000000001,78,100,0.93,CM,1691040578
298,shache,38.4167,77.2406,32.629999999999995,16,100,1.78,CN,1691040578
299,libenge,3.65,18.6333,21.650000000000034,98,100,0.44,CD,1691040579
300,yaren,-0.5472,166.916,28.83000000000004,67,43,1.68,NR,1691040580
301,yakakent,41.6325,35.5289,24.74000000000001,71,35,1.17,TR,1691040580
302,nova sintra,14.8667,-24.7167,22.370000000000005,82,74,3.02,CV,1691040581
303,yamada,39.4667,141.95,28.560000000000002,72,40,3.7,JP,1691040581
304,college,64.8569,-147.8028,23.99000000000001,48,75,2.57,US,1691040582
305,chabahar,25.2919,60.643,29.350000000000023,72,6,5.09,IR,1691040583
306,taltal,-25.4,-70.4833,14.650000000000034,84,13,0.17,CL,1691040583
307,jiuquan,39.7432,98.5174,32.49000000000001,19,16,4.12,CN,1691040584
308,baruun-urt,46.6806,113.2792,25.090000000000032,54,65,6.3,MN,1691040585
309,toliara,-23.35,43.6667,19.379999999999995,70,1,7.09,MG,1691040585
310,andergrove,-21.0833,149.1833,22.58000000000004,75,7,8.35,AU,1691040586
311,mandiana,10.6333,-8.6833,21.160000000000025,97,96,1.95,GN,1691040586
312,mugia,43.1041,-9.2179,14.390000000000043,77,50,6.04,ES,1691040588
313,mount isa,-20.7333,139.5,27.870000000000005,28,4,5.66,AU,1691040588
314,labrador city,52.9463,-66.9114,9.950000000000045,93,100,0.0,CA,1691040589
315,alice springs,-23.7,133.8833,26.75,22,40,3.6,AU,1691040377
316,nicoya,10.1483,-85.452,24.49000000000001,91,100,0.45,CR,1691040590
317,maun,-19.9833,23.4167,11.980000000000018,62,0,2.57,BW,1691040591
318,salekhard,66.53,66.6019,22.82000000000005,50,0,7.73,RU,1691040591
319,kalaoa,19.7286,-155.9817,22.08000000000004,93,42,2.07,US,1691040592
320,baukau,51.5526,7.2042,16.920000000000016,83,99,2.68,DE,1691040592
321,fort-shevchenko,44.5086,50.263,30.730000000000018,34,99,10.35,KZ,1691040593
322,illizi,26.4833,8.4667,29.890000000000043,14,0,1.93,DZ,1691040594
